order_item_id|order_id|product_id|quantity|unit_price|line_total|discount_applied
1505|1895|88|1|933.52|933.52|0.0
1506|1895|82|1|121.09|121.09|0.0
1507|761|4|3|730.45|2191.35|0.0
1508|737|41|3|519.39|1558.17|0.0
1509|737|79|1|984.96|984.96|0.0
1510|737|35|1|406.55|406.55|0.0
1511|737|24|2|970.87|1941.74|0.0
1512|1201|75|1|108.08|108.08|0.0
1513|1201|85|3|899.22|2697.66|0.0
1514|1201|55|1|988.42|988.42|0.0
1515|1201|77|1|995.49|995.49|0.0
1516|1051|9|3|695.01|2085.03|0.0
1517|1266|78|1|948.39|948.39|0.0
1518|1266|87|1|361.76|361.76|0.0
1519|938|17|3|301.61|904.83|0.0
1520|938|36|2|890.23|1780.46|0.0
1521|938|84|2|106.36|212.72|0.0
1522|1170|96|2|886.8|1773.6|0.0
1523|1170|25|3|965.82|2897.46|0.0
1524|1170|35|1|406.55|406.55|0.0
1525|1170|53|2|825.35|1650.7|0.0
1526|1170|26|3|84.47|253.41|0.0
1527|1359|79|3|984.96|2954.88|0.0
1528|1359|33|2|780.86|1561.72|0.0
1529|1359|94|1|879.19|879.19|0.0
1530|1359|5|3|186.98|560.94|0.0
1531|421|80|2|712.83|1425.66|0.0
1532|421|18|2|364.65|729.3|0.0
1533|421|71|1|764.98|764.98|0.0
1534|421|43|2|875.92|1751.84|0.0
1535|1443|82|2|121.09|242.18|0.0
1536|1443|67|2|871.61|1743.22|0.0
1537|1443|80|1|712.83|712.83|0.0
1538|1443|48|2|390.24|780.48|0.0
1539|1443|78|3|948.39|2845.17|0.0
1540|996|37|1|26.1|26.1|0.0
1541|996|42|2|711.3|1422.6|0.0
1542|996|27|1|452.34|452.34|0.0
1543|996|77|1|995.49|995.49|0.0
1544|554|26|3|84.47|253.41|0.0
1545|554|1|1|141.62|141.62|0.0
1546|554|5|2|186.98|373.96|0.0
1547|554|98|2|383.46|766.92|76.69
1548|554|76|3|948.76|2846.28|0.0
1549|229|86|2|111.62|223.24|0.0
1550|229|49|3|229.75|689.25|0.0
1551|229|67|2|871.61|1743.22|0.0
1552|229|56|2|952.46|1904.92|0.0
1553|151|90|3|646.46|1939.38|0.0
1554|151|83|2|158.2|316.4|0.0
1555|151|3|1|591.41|591.41|0.0
1556|151|56|1|952.46|952.46|0.0
1557|1793|92|2|678.7|1357.4|0.0
1558|1793|58|2|722.95|1445.9|0.0
1559|1793|14|3|341.91|1025.73|0.0
1560|1149|10|3|441.58|1324.74|0.0
1561|1149|70|1|277.88|277.88|0.0
1562|1149|94|2|879.19|1758.38|0.0
1563|1840|34|3|386.74|1160.22|0.0
1564|1840|73|2|892.64|1785.28|0.0
1565|1840|93|2|143.55|287.1|0.0
1566|951|74|2|628.92|1257.84|0.0
1567|951|67|1|871.61|871.61|0.0
1568|951|42|2|711.3|1422.6|0.0
1569|951|3|3|591.41|1774.23|0.0
1570|745|63|2|656.5|1313.0|0.0
1571|745|44|3|918.51|2755.53|0.0
1572|205|23|1|156.21|156.21|0.0
1573|205|72|3|965.53|2896.59|0.0
1574|205|56|1|952.46|952.46|0.0
1575|925|16|2|974.54|1949.08|0.0
1576|925|39|3|446.44|1339.32|0.0
1577|925|5|3|186.98|560.94|0.0
1578|925|17|3|301.61|904.83|90.48
1579|688|96|2|886.8|1773.6|0.0
1580|688|23|1|156.21|156.21|0.0
1581|688|97|1|419.52|419.52|0.0
1582|688|49|2|229.75|459.5|0.0
1583|1106|72|1|965.53|965.53|0.0
1584|1106|7|2|982.48|1964.96|0.0
1585|1106|86|3|111.62|334.86|0.0
1586|1106|50|1|477.24|477.24|0.0
1587|334|57|3|858.16|2574.48|0.0
1588|334|71|2|764.98|1529.96|0.0
1589|1179|84|3|106.36|319.08|31.91
1590|1179|27|2|452.34|904.68|0.0
1591|1179|1|3|141.62|424.86|0.0
1592|1179|98|2|383.46|766.92|0.0
1593|1179|38|2|698.0|1396.0|0.0
1594|748|50|2|477.24|954.48|0.0
1595|748|42|1|711.3|711.3|0.0
1596|1174|33|3|780.86|2342.58|0.0
1597|1174|39|3|446.44|1339.32|0.0
1598|539|66|3|503.46|1510.38|0.0
1599|539|100|1|18.28|18.28|0.0
1600|539|77|3|995.49|2986.47|0.0
1601|539|49|1|229.75|229.75|0.0
1602|224|57|1|858.16|858.16|0.0
1603|224|87|3|361.76|1085.28|108.53
1604|224|54|2|596.2|1192.4|0.0
1605|1903|58|2|722.95|1445.9|0.0
1606|1631|60|3|715.08|2145.24|0.0
1607|1631|55|1|988.42|988.42|0.0
1608|1631|23|2|156.21|312.42|0.0
1609|1263|90|3|646.46|1939.38|193.94
1610|1263|6|3|109.48|328.44|32.84
1611|1263|66|3|503.46|1510.38|0.0
1612|1189|34|3|386.74|1160.22|0.0
1613|1189|64|2|887.51|1775.02|0.0
1614|1189|99|2|118.25|236.5|0.0
1615|1189|48|3|390.24|1170.72|0.0
1616|486|46|2|449.42|898.84|0.0
1617|486|25|1|965.82|965.82|96.58
1618|486|58|1|722.95|722.95|0.0
1619|486|96|2|886.8|1773.6|0.0
1620|486|59|2|391.94|783.88|0.0
1621|1140|20|2|120.81|241.62|0.0
1622|1140|3|1|591.41|591.41|0.0
1623|1140|62|2|473.95|947.9|0.0
1624|1338|12|2|79.26|158.52|0.0
1625|1338|10|3|441.58|1324.74|0.0
1626|1338|41|1|519.39|519.39|0.0
1627|1837|5|3|186.98|560.94|0.0
1628|1679|36|2|890.23|1780.46|0.0
1629|1679|95|3|403.84|1211.52|0.0
1630|1679|5|3|186.98|560.94|0.0
1631|1679|53|2|825.35|1650.7|0.0
1632|1679|48|3|390.24|1170.72|117.07
1633|288|84|2|106.36|212.72|0.0
1634|288|85|1|899.22|899.22|89.92
1635|288|55|3|988.42|2965.26|0.0
1636|1164|56|3|952.46|2857.38|0.0
1637|1164|5|1|186.98|186.98|0.0
1638|1164|81|1|54.29|54.29|0.0
1639|1164|88|3|933.52|2800.56|0.0
1640|663|8|3|641.26|1923.78|0.0
1641|1547|75|2|108.08|216.16|0.0
1642|1547|97|1|419.52|419.52|0.0
1643|1547|86|3|111.62|334.86|0.0
1644|498|73|1|892.64|892.64|0.0
1645|498|76|1|948.76|948.76|0.0
1646|498|95|2|403.84|807.68|0.0
1647|498|52|3|852.47|2557.41|255.74
1648|498|41|2|519.39|1038.78|0.0
1649|729|40|3|94.74|284.22|0.0
1650|148|55|3|988.42|2965.26|0.0
1651|148|12|2|79.26|158.52|0.0
1652|148|66|2|503.46|1006.92|0.0
1653|148|83|3|158.2|474.6|0.0
1654|1045|86|1|111.62|111.62|0.0
1655|1045|84|1|106.36|106.36|0.0
1656|1045|50|3|477.24|1431.72|0.0
1657|1045|71|2|764.98|1529.96|0.0
1658|1206|76|3|948.76|2846.28|0.0
1659|1206|48|3|390.24|1170.72|0.0
1660|1206|3|1|591.41|591.41|0.0
1661|1206|68|1|893.48|893.48|0.0
1662|1206|83|3|158.2|474.6|0.0
1663|1635|55|2|988.42|1976.84|0.0
1664|1635|37|3|26.1|78.3|0.0
1665|1635|3|3|591.41|1774.23|0.0
1666|1635|41|1|519.39|519.39|0.0
1667|1430|46|1|449.42|449.42|0.0
1668|1623|69|2|336.62|673.24|0.0
1669|696|63|1|656.5|656.5|0.0
1670|696|40|3|94.74|284.22|0.0
1671|696|58|2|722.95|1445.9|0.0
1672|1799|44|2|918.51|1837.02|0.0
1673|1799|22|1|50.34|50.34|0.0
1674|1799|34|3|386.74|1160.22|0.0
1675|1799|59|1|391.94|391.94|0.0
1676|1799|39|3|446.44|1339.32|0.0
1677|89|93|3|143.55|430.65|0.0
1678|89|29|1|835.09|835.09|0.0
1679|1919|69|3|336.62|1009.86|0.0
1680|475|53|2|825.35|1650.7|0.0
1681|475|40|1|94.74|94.74|9.47
1682|475|64|2|887.51|1775.02|0.0
1683|475|62|3|473.95|1421.85|0.0
1684|1021|46|2|449.42|898.84|0.0
1685|1021|66|2|503.46|1006.92|0.0
1686|1505|11|3|355.11|1065.33|0.0
1687|1505|45|1|637.59|637.59|0.0
1688|1505|27|2|452.34|904.68|0.0
1689|1505|80|2|712.83|1425.66|0.0
1690|1505|68|3|893.48|2680.44|0.0
1691|1651|74|3|628.92|1886.76|0.0
1692|182|22|3|50.34|151.02|15.1
1693|861|47|2|838.62|1677.24|0.0
1694|861|67|3|871.61|2614.83|0.0
1695|861|15|3|170.0|510.0|0.0
1696|1565|76|1|948.76|948.76|0.0
1697|380|12|3|79.26|237.78|0.0
1698|380|71|1|764.98|764.98|76.5
1699|380|92|1|678.7|678.7|0.0
1700|380|98|2|383.46|766.92|0.0
1701|380|6|1|109.48|109.48|0.0
1702|1293|40|1|94.74|94.74|0.0
1703|1293|21|2|546.85|1093.7|0.0
1704|225|98|3|383.46|1150.38|0.0
1705|225|7|1|982.48|982.48|0.0
1706|87|41|1|519.39|519.39|51.94
1707|87|20|2|120.81|241.62|0.0
1708|87|61|1|510.26|510.26|0.0
1709|87|25|1|965.82|965.82|0.0
1710|87|38|3|698.0|2094.0|0.0
1711|1079|7|2|982.48|1964.96|0.0
1712|1079|9|1|695.01|695.01|0.0
1713|77|38|2|698.0|1396.0|0.0
1714|77|2|3|179.15|537.45|0.0
1715|77|58|1|722.95|722.95|0.0
1716|881|47|3|838.62|2515.86|0.0
1717|881|79|2|984.96|1969.92|0.0
1718|881|71|3|764.98|2294.94|0.0
1719|881|39|2|446.44|892.88|0.0
1720|1377|42|3|711.3|2133.9|0.0
1721|1377|39|1|446.44|446.44|0.0
1722|1377|16|1|974.54|974.54|0.0
1723|602|77|2|995.49|1990.98|0.0
1724|602|35|1|406.55|406.55|40.66
1725|602|44|3|918.51|2755.53|0.0
1726|602|20|1|120.81|120.81|0.0
1727|602|8|1|641.26|641.26|64.13
1728|1475|83|1|158.2|158.2|0.0
1729|1475|49|3|229.75|689.25|0.0
1730|1475|89|3|576.7|1730.1|0.0
1731|1475|79|3|984.96|2954.88|0.0
1732|489|52|3|852.47|2557.41|0.0
1733|1776|17|2|301.61|603.22|0.0
1734|1776|20|3|120.81|362.43|0.0
1735|1776|88|3|933.52|2800.56|0.0
1736|1776|11|3|355.11|1065.33|0.0
1737|1776|82|2|121.09|242.18|24.22
1738|1991|68|1|893.48|893.48|0.0
1739|883|74|1|628.92|628.92|0.0
1740|883|91|3|105.2|315.6|0.0
1741|883|12|3|79.26|237.78|0.0
1742|883|96|3|886.8|2660.4|266.04
1743|687|64|1|887.51|887.51|0.0
1744|687|17|2|301.61|603.22|0.0
1745|687|98|1|383.46|383.46|0.0
1746|1612|6|3|109.48|328.44|0.0
1747|54|72|2|965.53|1931.06|0.0
1748|54|44|2|918.51|1837.02|0.0
1749|54|79|3|984.96|2954.88|0.0
1750|809|19|3|31.57|94.71|0.0
1751|269|43|1|875.92|875.92|0.0
1752|269|24|3|970.87|2912.61|0.0
1753|269|92|3|678.7|2036.1|0.0
1754|1378|81|2|54.29|108.58|0.0
1755|1378|67|2|871.61|1743.22|0.0
1756|783|4|2|730.45|1460.9|0.0
1757|783|23|2|156.21|312.42|0.0
1758|783|24|2|970.87|1941.74|0.0
1759|783|34|2|386.74|773.48|0.0
1760|783|2|3|179.15|537.45|53.75
1761|1759|92|3|678.7|2036.1|0.0
1762|1532|82|3|121.09|363.27|36.33
1763|1400|65|2|59.34|118.68|0.0
1764|1400|43|1|875.92|875.92|87.59
1765|1400|56|2|952.46|1904.92|0.0
1766|1400|51|2|610.68|1221.36|0.0
1767|1400|89|1|576.7|576.7|0.0
1768|1061|63|2|656.5|1313.0|0.0
1769|1061|68|3|893.48|2680.44|268.04
1770|1061|66|3|503.46|1510.38|0.0
1771|1061|57|1|858.16|858.16|0.0
1772|1061|94|2|879.19|1758.38|0.0
1773|1661|54|3|596.2|1788.6|0.0
1774|911|76|1|948.76|948.76|94.88
1775|911|3|3|591.41|1774.23|0.0
1776|1063|49|2|229.75|459.5|0.0
1777|1063|2|2|179.15|358.3|35.83
1778|1063|36|1|890.23|890.23|0.0
1779|1063|62|3|473.95|1421.85|0.0
1780|1063|76|3|948.76|2846.28|0.0
1781|619|16|3|974.54|2923.62|0.0
1782|619|98|3|383.46|1150.38|0.0
1783|619|93|2|143.55|287.1|0.0
1784|12|22|1|50.34|50.34|0.0
1785|12|92|1|678.7|678.7|0.0
1786|12|73|3|892.64|2677.92|0.0
1787|12|38|2|698.0|1396.0|0.0
1788|12|40|2|94.74|189.48|0.0
1789|180|76|1|948.76|948.76|94.88
1790|180|46|2|449.42|898.84|0.0
1791|1866|73|2|892.64|1785.28|0.0
1792|1508|85|2|899.22|1798.44|0.0
1793|1508|94|3|879.19|2637.57|0.0
1794|1605|98|3|383.46|1150.38|0.0
1795|1605|67|2|871.61|1743.22|0.0
1796|1605|52|3|852.47|2557.41|0.0
1797|1605|81|1|54.29|54.29|0.0
1798|1605|68|3|893.48|2680.44|268.04
1799|1593|85|3|899.22|2697.66|0.0
1800|1593|24|1|970.87|970.87|0.0
1801|1593|21|1|546.85|546.85|0.0
1802|1593|68|1|893.48|893.48|0.0
1803|1593|22|1|50.34|50.34|0.0
1804|790|66|2|503.46|1006.92|0.0
1805|790|44|2|918.51|1837.02|0.0
1806|790|55|2|988.42|1976.84|0.0
1807|790|69|3|336.62|1009.86|0.0
1808|790|94|2|879.19|1758.38|0.0
1809|982|29|3|835.09|2505.27|0.0
1810|982|62|3|473.95|1421.85|0.0
1811|982|35|1|406.55|406.55|0.0
1812|982|94|2|879.19|1758.38|0.0
1813|982|36|1|890.23|890.23|89.02
1814|1209|45|2|637.59|1275.18|0.0
1815|1209|88|1|933.52|933.52|93.35
1816|1209|91|3|105.2|315.6|0.0
1817|1518|69|2|336.62|673.24|0.0
1818|1518|91|3|105.2|315.6|0.0
1819|1518|59|3|391.94|1175.82|0.0
1820|1013|50|2|477.24|954.48|0.0
1821|1013|88|3|933.52|2800.56|0.0
1822|1013|21|3|546.85|1640.55|0.0
1823|1013|55|2|988.42|1976.84|0.0
1824|1013|57|1|858.16|858.16|0.0
1825|14|46|2|449.42|898.84|0.0
1826|14|41|2|519.39|1038.78|0.0
1827|14|10|1|441.58|441.58|0.0
1828|14|99|2|118.25|236.5|0.0
1829|1145|31|3|702.2|2106.6|210.66
1830|1145|93|2|143.55|287.1|0.0
1831|1145|2|1|179.15|179.15|0.0
1832|1145|7|1|982.48|982.48|0.0
1833|800|5|3|186.98|560.94|0.0
1834|800|11|2|355.11|710.22|0.0
1835|1678|23|1|156.21|156.21|0.0
1836|1678|36|2|890.23|1780.46|0.0
1837|1871|40|3|94.74|284.22|0.0
1838|1871|99|2|118.25|236.5|0.0
1839|1498|7|2|982.48|1964.96|0.0
1840|1498|73|3|892.64|2677.92|0.0
1841|1498|81|1|54.29|54.29|0.0
1842|1498|67|3|871.61|2614.83|261.48
1843|1498|99|2|118.25|236.5|0.0
1844|1930|26|3|84.47|253.41|0.0
1845|1930|39|2|446.44|892.88|0.0
1846|855|96|2|886.8|1773.6|0.0
1847|855|31|3|702.2|2106.6|0.0
1848|855|48|2|390.24|780.48|0.0
1849|855|68|2|893.48|1786.96|0.0
1850|802|45|1|637.59|637.59|0.0
1851|1975|6|2|109.48|218.96|21.9
1852|1975|79|2|984.96|1969.92|0.0
1853|1975|56|1|952.46|952.46|0.0
1854|1975|63|1|656.5|656.5|0.0
1855|641|51|2|610.68|1221.36|0.0
1856|641|90|1|646.46|646.46|0.0
1857|1459|91|2|105.2|210.4|0.0
1858|1459|68|3|893.48|2680.44|0.0
1859|1176|65|3|59.34|178.02|0.0
1860|1176|47|1|838.62|838.62|0.0
1861|1574|42|3|711.3|2133.9|0.0
1862|1574|93|1|143.55|143.55|0.0
1863|1574|84|3|106.36|319.08|0.0
1864|1932|41|1|519.39|519.39|51.94
1865|1932|71|2|764.98|1529.96|0.0
1866|1932|18|2|364.65|729.3|0.0
1867|1341|48|2|390.24|780.48|0.0
1868|1341|51|2|610.68|1221.36|0.0
1869|1341|62|3|473.95|1421.85|0.0
1870|1341|83|1|158.2|158.2|0.0
1871|1341|66|2|503.46|1006.92|0.0
1872|1569|90|1|646.46|646.46|0.0
1873|1569|73|2|892.64|1785.28|0.0
1874|1569|13|1|79.75|79.75|0.0
1875|1569|78|3|948.39|2845.17|0.0
1876|1569|65|1|59.34|59.34|0.0
1877|359|100|1|18.28|18.28|0.0
1878|359|22|2|50.34|100.68|0.0
1879|359|44|1|918.51|918.51|0.0
1880|359|27|3|452.34|1357.02|0.0
1881|359|87|3|361.76|1085.28|0.0
1882|1921|85|2|899.22|1798.44|0.0
1883|1921|74|2|628.92|1257.84|0.0
1884|1921|61|2|510.26|1020.52|0.0
1885|1304|62|1|473.95|473.95|0.0
1886|1194|93|3|143.55|430.65|0.0
1887|1194|79|1|984.96|984.96|0.0
1888|1194|34|2|386.74|773.48|0.0
1889|1960|69|1|336.62|336.62|0.0
1890|1960|61|2|510.26|1020.52|0.0
1891|1960|85|1|899.22|899.22|89.92
1892|1960|64|3|887.51|2662.53|0.0
1893|697|35|2|406.55|813.1|81.31
1894|697|99|3|118.25|354.75|0.0
1895|697|79|1|984.96|984.96|0.0
1896|697|7|2|982.48|1964.96|0.0
1897|697|63|2|656.5|1313.0|0.0
1898|1587|85|1|899.22|899.22|0.0
1899|1715|83|2|158.2|316.4|0.0
1900|1715|33|2|780.86|1561.72|0.0
1901|1715|60|2|715.08|1430.16|0.0
1902|1444|85|2|899.22|1798.44|0.0
1903|1123|18|2|364.65|729.3|72.93
1904|1123|23|2|156.21|312.42|0.0
1905|1123|46|1|449.42|449.42|0.0
1906|1123|47|2|838.62|1677.24|0.0
1907|1894|40|2|94.74|189.48|0.0
1908|1894|13|2|79.75|159.5|0.0
1909|1894|51|3|610.68|1832.04|0.0
1910|1894|69|1|336.62|336.62|0.0
1911|222|69|2|336.62|673.24|0.0
1912|222|47|1|838.62|838.62|0.0
1913|1667|45|2|637.59|1275.18|0.0
1914|1667|63|3|656.5|1969.5|0.0
1915|1667|96|2|886.8|1773.6|0.0
1916|1667|77|1|995.49|995.49|0.0
1917|1667|39|3|446.44|1339.32|0.0
1918|372|81|1|54.29|54.29|0.0
1919|372|82|1|121.09|121.09|0.0
1920|372|16|3|974.54|2923.62|0.0
1921|173|57|1|858.16|858.16|0.0
1922|173|1|2|141.62|283.24|0.0
1923|173|39|3|446.44|1339.32|133.93
1924|1405|82|3|121.09|363.27|36.33
1925|1405|92|3|678.7|2036.1|0.0
1926|1405|13|3|79.75|239.25|0.0
1927|1405|33|3|780.86|2342.58|0.0
1928|1014|16|3|974.54|2923.62|0.0
1929|1014|72|2|965.53|1931.06|193.11
1930|1014|45|3|637.59|1912.77|0.0
1931|1399|37|2|26.1|52.2|0.0
1932|1399|48|2|390.24|780.48|0.0
1933|1399|92|3|678.7|2036.1|0.0
1934|1399|99|1|118.25|118.25|0.0
1935|408|45|3|637.59|1912.77|0.0
1936|408|79|1|984.96|984.96|0.0
1937|408|87|1|361.76|361.76|36.18
1938|408|4|2|730.45|1460.9|0.0
1939|273|74|3|628.92|1886.76|0.0
1940|273|5|3|186.98|560.94|0.0
1941|273|63|3|656.5|1969.5|0.0
1942|1774|51|3|610.68|1832.04|0.0
1943|1852|75|3|108.08|324.24|0.0
1944|1852|100|3|18.28|54.84|0.0
1945|1852|31|2|702.2|1404.4|0.0
1946|177|26|1|84.47|84.47|0.0
1947|177|55|3|988.42|2965.26|0.0
1948|177|63|3|656.5|1969.5|0.0
1949|1395|6|1|109.48|109.48|0.0
1950|1395|63|3|656.5|1969.5|0.0
1951|1395|8|1|641.26|641.26|64.13
1952|1395|59|1|391.94|391.94|0.0
1953|1200|97|1|419.52|419.52|0.0
1954|1961|35|1|406.55|406.55|0.0
1955|448|40|2|94.74|189.48|18.95
1956|448|22|1|50.34|50.34|0.0
1957|448|64|3|887.51|2662.53|266.25
1958|448|82|2|121.09|242.18|0.0
1959|329|53|2|825.35|1650.7|0.0
1960|329|57|1|858.16|858.16|0.0
1961|329|99|3|118.25|354.75|0.0
1962|329|9|1|695.01|695.01|69.5
1963|329|89|3|576.7|1730.1|0.0
1964|1814|100|2|18.28|36.56|0.0
1965|1814|81|1|54.29|54.29|0.0
1966|1814|56|1|952.46|952.46|0.0
1967|555|24|1|970.87|970.87|0.0
1968|555|86|2|111.62|223.24|0.0
1969|555|54|2|596.2|1192.4|0.0
1970|1996|19|3|31.57|94.71|0.0
1971|544|50|1|477.24|477.24|0.0
1972|544|55|1|988.42|988.42|0.0
1973|544|75|1|108.08|108.08|0.0
1974|544|14|3|341.91|1025.73|0.0
1975|544|12|2|79.26|158.52|0.0
1976|1181|11|3|355.11|1065.33|0.0
1977|1181|14|1|341.91|341.91|0.0
1978|1181|75|3|108.08|324.24|0.0
1979|1181|63|2|656.5|1313.0|131.3
1980|368|58|3|722.95|2168.85|0.0
1981|368|34|2|386.74|773.48|0.0
1982|368|81|1|54.29|54.29|0.0
1983|516|36|1|890.23|890.23|0.0
1984|516|37|3|26.1|78.3|0.0
1985|516|10|3|441.58|1324.74|0.0
1986|1242|49|1|229.75|229.75|0.0
1987|1242|58|1|722.95|722.95|0.0
1988|845|8|3|641.26|1923.78|0.0
1989|845|27|3|452.34|1357.02|0.0
1990|1042|28|2|48.41|96.82|0.0
1991|1042|57|3|858.16|2574.48|0.0
1992|1042|93|2|143.55|287.1|0.0
1993|1042|55|1|988.42|988.42|0.0
1994|1042|66|3|503.46|1510.38|0.0
1995|1564|10|2|441.58|883.16|0.0
1996|1671|26|2|84.47|168.94|0.0
1997|1671|32|1|153.3|153.3|0.0
1998|1245|24|2|970.87|1941.74|0.0
1999|1166|50|1|477.24|477.24|0.0
2000|1166|2|2|179.15|358.3|0.0
2001|703|38|3|698.0|2094.0|0.0
2002|703|60|2|715.08|1430.16|0.0
2003|703|62|2|473.95|947.9|0.0
2004|703|6|3|109.48|328.44|0.0
2005|1177|49|2|229.75|459.5|0.0
2006|1177|19|2|31.57|63.14|0.0
2007|1177|95|3|403.84|1211.52|0.0
2008|1177|78|3|948.39|2845.17|0.0
2009|349|64|1|887.51|887.51|0.0
2010|953|68|3|893.48|2680.44|0.0
2011|953|67|3|871.61|2614.83|0.0
2012|953|51|3|610.68|1832.04|0.0
2013|953|72|1|965.53|965.53|0.0
2014|953|7|3|982.48|2947.44|0.0
2015|848|84|2|106.36|212.72|0.0
2016|848|43|2|875.92|1751.84|0.0
2017|848|52|3|852.47|2557.41|0.0
2018|1976|5|1|186.98|186.98|0.0
2019|1976|42|1|711.3|711.3|0.0
2020|1976|92|2|678.7|1357.4|0.0
2021|1976|88|3|933.52|2800.56|0.0
2022|1878|93|1|143.55|143.55|0.0
2023|1878|91|1|105.2|105.2|0.0
2024|1878|97|3|419.52|1258.56|125.86
2025|1878|63|3|656.5|1969.5|196.95
2026|1878|83|2|158.2|316.4|0.0
2027|98|71|1|764.98|764.98|0.0
2028|753|72|1|965.53|965.53|0.0
2029|753|74|3|628.92|1886.76|0.0
2030|753|13|2|79.75|159.5|0.0
2031|1012|60|2|715.08|1430.16|0.0
2032|1584|32|1|153.3|153.3|0.0
2033|1584|9|2|695.01|1390.02|0.0
2034|1584|77|2|995.49|1990.98|199.1
2035|1033|1|2|141.62|283.24|0.0
2036|1033|18|1|364.65|364.65|0.0
2037|1033|23|3|156.21|468.63|0.0
2038|1033|15|2|170.0|340.0|0.0
2039|1109|78|1|948.39|948.39|0.0
2040|1109|30|2|559.02|1118.04|0.0
2041|1831|39|1|446.44|446.44|0.0
2042|1831|25|2|965.82|1931.64|0.0
2043|1831|88|2|933.52|1867.04|0.0
2044|1831|80|2|712.83|1425.66|0.0
2045|1831|82|2|121.09|242.18|0.0
2046|241|99|3|118.25|354.75|0.0
2047|241|89|1|576.7|576.7|0.0
2048|1941|39|1|446.44|446.44|44.64
2049|204|20|3|120.81|362.43|0.0
2050|1614|74|2|628.92|1257.84|0.0
2051|392|91|1|105.2|105.2|0.0
2052|392|62|3|473.95|1421.85|0.0
2053|392|73|2|892.64|1785.28|178.53
2054|392|75|1|108.08|108.08|0.0
2055|392|2|3|179.15|537.45|0.0
2056|650|45|2|637.59|1275.18|0.0
2057|701|74|2|628.92|1257.84|0.0
2058|442|90|2|646.46|1292.92|0.0
2059|442|49|2|229.75|459.5|0.0
2060|442|1|1|141.62|141.62|0.0
2061|43|76|2|948.76|1897.52|0.0
2062|43|42|1|711.3|711.3|0.0
2063|43|27|2|452.34|904.68|0.0
2064|43|31|2|702.2|1404.4|0.0
2065|43|58|3|722.95|2168.85|0.0
2066|505|2|2|179.15|358.3|0.0
2067|1048|42|3|711.3|2133.9|0.0
2068|1048|84|2|106.36|212.72|0.0
2069|1048|92|3|678.7|2036.1|0.0
2070|937|82|2|121.09|242.18|0.0
2071|310|30|1|559.02|559.02|0.0
2072|1639|54|2|596.2|1192.4|0.0
2073|1639|96|2|886.8|1773.6|177.36
2074|1639|93|2|143.55|287.1|0.0
2075|1639|58|1|722.95|722.95|0.0
2076|1639|43|2|875.92|1751.84|0.0
2077|185|76|2|948.76|1897.52|0.0
2078|605|93|1|143.55|143.55|14.36
2079|605|28|2|48.41|96.82|0.0
2080|605|15|2|170.0|340.0|0.0
2081|605|70|1|277.88|277.88|0.0
2082|1386|77|3|995.49|2986.47|0.0
2083|1386|100|2|18.28|36.56|0.0
2084|1386|75|2|108.08|216.16|0.0
2085|1386|47|1|838.62|838.62|0.0
2086|1709|74|2|628.92|1257.84|0.0
2087|1709|61|3|510.26|1530.78|0.0
2088|1709|51|2|610.68|1221.36|0.0
2089|1709|40|1|94.74|94.74|0.0
2090|1279|20|3|120.81|362.43|0.0
2091|1279|22|3|50.34|151.02|0.0
2092|1279|50|3|477.24|1431.72|0.0
2093|1279|88|1|933.52|933.52|0.0
2094|1494|65|2|59.34|118.68|0.0
2095|1494|34|1|386.74|386.74|0.0
2096|1494|88|2|933.52|1867.04|0.0
2097|1494|49|3|229.75|689.25|0.0
2098|1494|68|3|893.48|2680.44|0.0
2099|1156|9|2|695.01|1390.02|0.0
2100|1156|28|2|48.41|96.82|0.0
2101|1156|67|2|871.61|1743.22|0.0
2102|1156|17|2|301.61|603.22|0.0
2103|1034|60|3|715.08|2145.24|0.0
2104|1034|6|3|109.48|328.44|0.0
2105|1034|97|2|419.52|839.04|0.0
2106|1982|64|3|887.51|2662.53|0.0
2107|1982|60|3|715.08|2145.24|0.0
2108|965|9|2|695.01|1390.02|0.0
2109|965|86|2|111.62|223.24|0.0
2110|965|11|3|355.11|1065.33|0.0
2111|965|8|1|641.26|641.26|0.0
2112|1529|53|3|825.35|2476.05|247.61
2113|813|37|1|26.1|26.1|0.0
2114|813|26|3|84.47|253.41|25.34
2115|918|7|1|982.48|982.48|0.0
2116|918|19|1|31.57|31.57|0.0
2117|135|3|2|591.41|1182.82|0.0
2118|135|52|2|852.47|1704.94|0.0
2119|135|91|3|105.2|315.6|31.56
2120|135|4|2|730.45|1460.9|0.0
2121|1787|25|2|965.82|1931.64|0.0
2122|1787|44|2|918.51|1837.02|0.0
2123|1900|77|1|995.49|995.49|0.0
2124|1900|40|2|94.74|189.48|0.0
2125|916|5|2|186.98|373.96|0.0
2126|1815|33|2|780.86|1561.72|0.0
2127|1815|68|2|893.48|1786.96|0.0
2128|1815|72|2|965.53|1931.06|0.0
2129|620|75|3|108.08|324.24|0.0
2130|478|2|2|179.15|358.3|35.83
2131|478|33|3|780.86|2342.58|0.0
2132|478|22|2|50.34|100.68|0.0
2133|478|47|2|838.62|1677.24|0.0
2134|478|45|2|637.59|1275.18|127.52
2135|268|43|3|875.92|2627.76|0.0
2136|268|4|2|730.45|1460.9|0.0
2137|268|62|3|473.95|1421.85|142.19
2138|1897|51|1|610.68|610.68|0.0
2139|1897|4|1|730.45|730.45|0.0
